Customer ID,Age,Gender,Item Purchased,CategoryPurchase,Amount (INR),Location,Size,Color,SeasonReview,Rating,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
CUST0377,58,Male,Shirt,Footwear,3404,Chennai,XXL,Brown,Summer,Poor,4,No,Standard,Yes,17,Credit Card,Weekly
CUST0378,57,Other,Dress,Clothing,3634,Jaipur,7,Brown,Summer,Average,2.4,No,Store Pickup,Yes,10,Credit Card,Monthly
CUST0379,57,Female,Dress,Accessories,1081,Bangalore,S,Purple,Winter,Excellent,3.2,Yes,Next Day Air,No,11,UPI,Annually
CUST0380,55,Other,Shorts,Accessories,10347,Kolkata,XXL,Yellow,Spring,Very Good,2.2,No,Store Pickup,Yes,5,UPI,Quarterly
CUST0381,24,Female,Sneakers,Accessories,7959,Hyderabad,XL,Blue,Summer,Average,3.2,No,Express,No,31,Credit Card,Weekly
CUST0382,48,Male,Shirt,Accessories,7806,Bangalore,XXL,Yellow,Spring,Very Good,2.3,Yes,Express,Yes,50,PayPal,Annually
CUST0383,47,Female,Coat,Accessories,4158,Lucknow,XL,Brown,Spring,Poor,3.2,No,Standard,No,50,Cash on Delivery,Annually
CUST0384,68,Female,Dress,Footwear,3085,Delhi,11,Purple,Winter,Very Good,3.8,No,Store Pickup,Yes,28,Debit Card,Monthly
CUST0385,43,Male,Coat,Clothing,11481,Lucknow,8,Yellow,Fall,Excellent,2.3,Yes,Store Pickup,Yes,48,Debit Card,Fortnightly
CUST0386,46,Other,Sneakers,Accessories,10335,Lucknow,9,Red,Spring,Average,2.9,No,Next Day Air,No,5,Bank Transfer,Weekly
CUST0387,57,Other,Jacket,Footwear,14217,Chennai,S,Yellow,Winter,Excellent,4.1,No,Free Shipping,No,1,Debit Card,Quarterly
CUST0388,62,Other,Jacket,Outerwear,11911,Pune,8,Pink,Fall,Very Good,2.6,Yes,Next Day Air,Yes,12,Bank Transfer,Quarterly
CUST0389,41,Female,Jeans,Outerwear,14548,Bangalore,L,Black,Winter,Excellent,2.4,No,Next Day Air,Yes,5,Debit Card,Quarterly
CUST0390,47,Other,Coat,Accessories,10461,Bangalore,9,Brown,Fall,Very Good,4.5,No,Express,Yes,11,Cash on Delivery,Annually
CUST0391,18,Other,T-shirt,Footwear,11917,Jaipur,XXL,Pink,Summer,Excellent,4.9,No,Express,Yes,37,Cash on Delivery,Weekly
CUST0392,27,Other,Shorts,Outerwear,7867,Jaipur,M,Brown,Winter,Good,3.4,Yes,Store Pickup,No,39,Credit Card,Monthly
CUST0393,52,Male,T-shirt,Accessories,8649,Ahmedabad,11,Yellow,Fall,Average,4.9,No,Express,Yes,2,UPI,Annually
CUST0394,65,Female,Shorts,Outerwear,1256,Ahmedabad,11,Blue,Winter,Average,4.4,Yes,Express,No,5,Debit Card,Annually
CUST0395,22,Female,Sneakers,Footwear,10339,Chennai,XXL,Green,Winter,Excellent,3.8,Yes,Next Day Air,No,11,PayPal,Fortnightly
CUST0396,49,Male,Hoodie,Clothing,5867,Delhi,L,Grey,Spring,Poor,4.3,No,Next Day Air,Yes,42,Cash on Delivery,Fortnightly
CUST0397,31,Other,Shorts,Outerwear,1140,Chennai,M,Black,Spring,Poor,3.2,No,Next Day Air,Yes,24,UPI,Quarterly
CUST0398,48,Female,Jeans,Accessories,444,Chennai,9,Pink,Summer,Very Good,4,Yes,Free Shipping,No,27,Bank Transfer,Monthly
CUST0399,39,Female,Sneakers,Clothing,4433,Lucknow,8,Purple,Spring,Very Good,4.3,No,Standard,No,35,Credit Card,Weekly
CUST0400,22,Male,Jacket,Clothing,8855,Delhi,9,Yellow,Spring,Average,2.8,Yes,Free Shipping,Yes,3,Bank Transfer,Fortnightly
CUST0401,56,Other,Sweater,Clothing,1665,Lucknow,L,Pink,Spring,Excellent,4.1,No,Express,No,42,Credit Card,Quarterly
CUST0402,35,Female,Shorts,Outerwear,4466,Bangalore,M,Green,Winter,Poor,3.2,Yes,Express,No,11,Cash on Delivery,Weekly
CUST0403,49,Male,Coat,Accessories,3173,Ahmedabad,M,Blue,Fall,Good,3.8,Yes,Next Day Air,No,6,Credit Card,Weekly
CUST0404,22,Other,Shorts,Outerwear,12984,Ahmedabad,S,Purple,Spring,Excellent,4.8,No,Express,Yes,44,PayPal,Quarterly
CUST0405,54,Male,Dress,Accessories,8083,Pune,8,White,Spring,Excellent,3.2,No,Free Shipping,No,21,UPI,Monthly
CUST0406,43,Male,Skirt,Clothing,6235,Jaipur,7,White,Fall,Average,3.9,Yes,Store Pickup,Yes,24,UPI,Fortnightly
CUST0407,37,Other,Jacket,Clothing,10582,Kolkata,9,White,Fall,Good,2.4,Yes,Free Shipping,Yes,31,Cash on Delivery,Weekly
CUST0408,68,Other,Skirt,Outerwear,8436,Jaipur,9,Black,Winter,Average,2.2,Yes,Next Day Air,Yes,13,UPI,Annually
CUST0409,47,Other,Dress,Footwear,12391,Lucknow,XL,White,Winter,Good,3.5,Yes,Next Day Air,Yes,15,UPI,Fortnightly
CUST0410,18,Male,Skirt,Clothing,5285,Delhi,9,Grey,Spring,Very Good,2.2,Yes,Free Shipping,No,38,Bank Transfer,Fortnightly
CUST0411,22,Male,Jacket,Outerwear,13545,Pune,7,White,Spring,Average,4.5,Yes,Free Shipping,Yes,21,Credit Card,Weekly
CUST0412,35,Male,Hoodie,Accessories,3003,Kolkata,10,Blue,Fall,Good,4.8,Yes,Standard,Yes,50,UPI,Annually
CUST0413,42,Male,Blouse,Accessories,1572,Mumbai,S,Blue,Winter,Very Good,4.7,No,Next Day Air,Yes,13,Debit Card,Monthly
CUST0414,51,Female,Jacket,Footwear,3109,Lucknow,S,Grey,Spring,Poor,3.8,Yes,Express,No,26,Credit Card,Annually
CUST0415,33,Male,Sweater,Clothing,10390,Kolkata,10,Brown,Spring,Poor,4.3,Yes,Express,Yes,12,Credit Card,Fortnightly
CUST0416,61,Female,T-shirt,Footwear,2867,Mumbai,S,Yellow,Summer,Good,3.3,No,Store Pickup,No,2,Credit Card,Weekly
CUST0417,52,Male,Jeans,Clothing,8197,Jaipur,M,White,Spring,Poor,3.8,No,Next Day Air,Yes,47,UPI,Monthly
CUST0418,32,Male,Shirt,Footwear,1856,Hyderabad,8,Red,Fall,Good,2.2,No,Free Shipping,No,9,Debit Card,Annually
CUST0419,47,Male,Jacket,Outerwear,2484,Ahmedabad,XL,Yellow,Summer,Good,3,Yes,Store Pickup,Yes,17,Debit Card,Weekly
CUST0420,47,Female,Jacket,Footwear,12707,Kolkata,XL,Green,Spring,Very Good,4.7,Yes,Free Shipping,No,33,Cash on Delivery,Fortnightly
CUST0421,55,Female,T-shirt,Outerwear,487,Pune,XL,Red,Summer,Poor,3.7,Yes,Store Pickup,Yes,26,Credit Card,Weekly
CUST0422,48,Other,Hoodie,Clothing,7224,Jaipur,8,Purple,Winter,Poor,3.5,Yes,Store Pickup,Yes,44,UPI,Quarterly
CUST0423,31,Male,Shirt,Outerwear,4166,Delhi,S,Purple,Summer,Good,4.1,Yes,Next Day Air,No,49,Debit Card,Quarterly
CUST0424,29,Female,Skirt,Accessories,11782,Mumbai,M,Pink,Summer,Very Good,2.1,No,Express,Yes,50,UPI,Weekly
CUST0425,57,Female,Shorts,Clothing,8683,Kolkata,S,White,Fall,Average,3.4,Yes,Express,No,11,UPI,Annually
CUST0426,63,Male,Dress,Footwear,2517,Kolkata,XL,Brown,Winter,Poor,4.2,Yes,Standard,No,22,PayPal,Annually
CUST0427,61,Female,Sneakers,Clothing,1288,Kolkata,7,Purple,Fall,Very Good,3.6,Yes,Next Day Air,No,28,Bank Transfer,Monthly
CUST0428,69,Other,Shorts,Clothing,3335,Ahmedabad,M,White,Fall,Good,2.9,Yes,Free Shipping,Yes,17,Credit Card,Fortnightly
CUST0429,49,Male,Sandals,Clothing,5053,Pune,10,Blue,Fall,Average,3.3,Yes,Express,Yes,4,Credit Card,Fortnightly
CUST0430,51,Other,Shirt,Accessories,9731,Kolkata,7,Purple,Fall,Poor,2.9,Yes,Express,Yes,50,PayPal,Fortnightly
CUST0431,48,Female,Sneakers,Clothing,2680,Kolkata,XXL,Purple,Spring,Very Good,4.8,No,Standard,Yes,45,UPI,Fortnightly
CUST0432,28,Male,Sweater,Clothing,5437,Lucknow,L,Purple,Summer,Average,2.6,Yes,Express,No,9,PayPal,Quarterly
CUST0433,52,Male,Dress,Outerwear,2240,Mumbai,8,Purple,Spring,Poor,4.8,Yes,Free Shipping,No,41,UPI,Monthly
CUST0434,48,Female,Hoodie,Footwear,13350,Lucknow,9,Yellow,Winter,Poor,4.7,Yes,Store Pickup,Yes,19,Credit Card,Quarterly
CUST0435,57,Male,T-shirt,Outerwear,1765,Kolkata,S,Grey,Spring,Very Good,3.6,No,Standard,Yes,5,Bank Transfer,Quarterly
CUST0436,61,Other,Sweater,Accessories,3435,Ahmedabad,7,Grey,Winter,Average,3.2,No,Express,No,23,Credit Card,Monthly
CUST0437,40,Female,Sneakers,Accessories,14574,Jaipur,M,Red,Fall,Poor,4.4,No,Standard,No,46,Cash on Delivery,Fortnightly
CUST0438,55,Other,Sweater,Footwear,3654,Chennai,9,Brown,Summer,Excellent,4.8,No,Free Shipping,Yes,26,UPI,Monthly
CUST0439,44,Male,Dress,Accessories,11886,Lucknow,L,Red,Spring,Poor,2.9,No,Free Shipping,No,37,PayPal,Quarterly
CUST0440,53,Other,T-shirt,Footwear,689,Mumbai,L,Green,Summer,Poor,2.4,No,Next Day Air,Yes,31,UPI,Fortnightly
CUST0441,19,Male,Hoodie,Outerwear,8328,Delhi,11,Yellow,Fall,Very Good,3.3,No,Next Day Air,Yes,23,Bank Transfer,Annually
CUST0442,19,Female,Jeans,Clothing,2644,Kolkata,9,Blue,Summer,Good,2.2,No,Next Day Air,No,3,PayPal,Monthly
CUST0443,51,Other,Sweater,Footwear,12807,Bangalore,M,Grey,Spring,Very Good,3,No,Express,No,43,UPI,Monthly
CUST0444,24,Other,Coat,Outerwear,13739,Bangalore,S,Blue,Summer,Average,4.3,No,Express,Yes,6,Debit Card,Fortnightly
CUST0445,50,Male,Sandals,Clothing,7087,Ahmedabad,M,White,Spring,Excellent,3.4,No,Express,Yes,28,Bank Transfer,Annually
CUST0446,66,Female,Jeans,Outerwear,721,Delhi,XL,Blue,Spring,Good,2.9,Yes,Standard,Yes,27,UPI,Weekly
CUST0447,22,Male,Hoodie,Accessories,12658,Pune,S,Red,Winter,Excellent,4.4,Yes,Next Day Air,Yes,16,Credit Card,Weekly
CUST0448,37,Other,Blouse,Clothing,13068,Delhi,11,Red,Spring,Good,4,Yes,Free Shipping,Yes,47,PayPal,Annually
CUST0449,40,Female,Jeans,Footwear,8522,Lucknow,M,White,Winter,Very Good,2.7,Yes,Express,Yes,48,Bank Transfer,Weekly
CUST0450,64,Male,Sandals,Accessories,6254,Lucknow,L,Purple,Winter,Good,4.5,No,Next Day Air,Yes,32,Debit Card,Quarterly
CUST0451,25,Female,Sweater,Accessories,2057,Jaipur,L,Purple,Summer,Average,3.7,Yes,Free Shipping,No,31,Credit Card,Quarterly
CUST0452,36,Female,Coat,Outerwear,11506,Ahmedabad,XL,Brown,Fall,Average,5,No,Standard,Yes,30,UPI,Monthly
CUST0453,29,Male,Skirt,Accessories,11261,Delhi,8,Purple,Winter,Excellent,2.4,No,Store Pickup,Yes,47,Debit Card,Weekly
CUST0454,41,Male,Shirt,Footwear,9997,Pune,M,Red,Fall,Poor,2.8,No,Next Day Air,No,30,UPI,Annually
CUST0455,43,Female,Dress,Outerwear,2664,Ahmedabad,M,White,Summer,Poor,3.5,Yes,Free Shipping,Yes,47,Credit Card,Weekly
CUST0456,49,Other,Blouse,Footwear,6519,Lucknow,7,Blue,Summer,Very Good,3.9,Yes,Store Pickup,No,50,Cash on Delivery,Fortnightly
CUST0457,36,Other,T-shirt,Accessories,8520,Chennai,10,Yellow,Winter,Excellent,5,Yes,Next Day Air,No,20,Cash on Delivery,Quarterly
CUST0458,47,Male,Blouse,Footwear,9370,Chennai,L,Purple,Fall,Good,2.9,No,Next Day Air,Yes,36,UPI,Quarterly
CUST0459,60,Other,Skirt,Accessories,8047,Jaipur,L,Brown,Winter,Poor,2.8,No,Store Pickup,No,49,PayPal,Monthly
CUST0460,21,Male,Coat,Clothing,2350,Kolkata,7,Grey,Winter,Average,3.1,No,Express,No,26,PayPal,Weekly
CUST0461,60,Male,Sandals,Footwear,10868,Chennai,11,White,Winter,Average,2.3,Yes,Free Shipping,No,2,Cash on Delivery,Quarterly
CUST0462,54,Other,Jacket,Outerwear,584,Ahmedabad,11,Black,Summer,Poor,3.7,No,Store Pickup,Yes,31,Credit Card,Fortnightly
CUST0463,39,Female,Dress,Outerwear,2980,Lucknow,XXL,Yellow,Fall,Good,3.5,Yes,Store Pickup,Yes,18,PayPal,Weekly
CUST0464,37,Other,Jacket,Footwear,10482,Delhi,11,White,Summer,Average,2.2,No,Next Day Air,Yes,22,Credit Card,Monthly
CUST0465,50,Female,Jacket,Outerwear,3528,Pune,8,Green,Fall,Very Good,2.5,Yes,Store Pickup,Yes,36,Cash on Delivery,Fortnightly
CUST0466,60,Other,T-shirt,Outerwear,10701,Jaipur,11,Pink,Winter,Very Good,2.6,No,Standard,Yes,9,UPI,Monthly
CUST0467,45,Female,Shirt,Clothing,10636,Hyderabad,8,Green,Summer,Good,2.8,Yes,Next Day Air,Yes,7,Debit Card,Fortnightly
CUST0468,19,Male,Hoodie,Outerwear,7854,Ahmedabad,10,Pink,Fall,Excellent,2.6,No,Standard,Yes,16,PayPal,Annually
CUST0469,29,Other,Blouse,Accessories,13066,Mumbai,S,White,Summer,Very Good,2.9,Yes,Next Day Air,No,42,UPI,Weekly
CUST0470,43,Other,Jeans,Footwear,2083,Lucknow,10,White,Summer,Poor,4.7,Yes,Store Pickup,Yes,49,PayPal,Monthly
CUST0471,55,Other,Jacket,Footwear,7178,Hyderabad,L,White,Spring,Good,4.9,No,Next Day Air,No,37,Credit Card,Quarterly
CUST0472,52,Female,Shorts,Clothing,5435,Jaipur,8,Purple,Spring,Average,4.6,Yes,Express,No,45,PayPal,Monthly
CUST0473,19,Other,Coat,Clothing,14036,Mumbai,XL,Green,Fall,Average,3.9,No,Free Shipping,Yes,28,Cash on Delivery,Weekly
CUST0474,43,Female,Sneakers,Clothing,13729,Hyderabad,XXL,Red,Spring,Poor,3.9,No,Free Shipping,No,5,Cash on Delivery,Quarterly
CUST0475,65,Female,Shirt,Accessories,14614,Delhi,L,Green,Winter,Average,3.3,No,Next Day Air,Yes,48,Credit Card,Fortnightly
CUST0476,58,Female,Hoodie,Footwear,300,Pune,XL,Green,Summer,Very Good,2.2,Yes,Standard,Yes,38,UPI,Quarterly
CUST0477,68,Female,T-shirt,Accessories,14561,Bangalore,XXL,Blue,Summer,Average,2.6,No,Express,Yes,25,Cash on Delivery,Annually
CUST0478,32,Male,Blouse,Footwear,1707,Ahmedabad,XL,Green,Spring,Excellent,3.2,No,Store Pickup,No,9,Credit Card,Monthly
CUST0479,28,Other,Sweater,Clothing,12023,Jaipur,8,Purple,Fall,Excellent,2.7,Yes,Standard,No,18,UPI,Quarterly
CUST0480,42,Male,Jacket,Footwear,10081,Hyderabad,XXL,Red,Fall,Good,3.2,Yes,Free Shipping,No,16,Debit Card,Annually
CUST0481,46,Male,Shirt,Accessories,1654,Mumbai,9,Blue,Summer,Poor,4.1,No,Next Day Air,No,4,Credit Card,Annually
CUST0482,21,Male,Shirt,Footwear,7965,Kolkata,11,Grey,Winter,Excellent,2.8,No,Express,No,42,PayPal,Fortnightly
CUST0483,53,Male,Coat,Footwear,4514,Bangalore,10,Purple,Summer,Poor,2.4,No,Store Pickup,No,9,PayPal,Weekly
CUST0484,38,Male,Jeans,Accessories,14531,Chennai,7,Pink,Summer,Average,3.8,No,Store Pickup,No,27,Debit Card,Monthly
CUST0485,65,Female,Hoodie,Footwear,9354,Ahmedabad,S,Red,Spring,Excellent,2.7,Yes,Next Day Air,No,10,UPI,Quarterly
CUST0486,45,Male,T-shirt,Clothing,7483,Kolkata,10,Purple,Fall,Poor,2.3,Yes,Free Shipping,No,5,Debit Card,Monthly
CUST0487,29,Male,Shorts,Outerwear,9478,Lucknow,XL,Grey,Winter,Very Good,4.3,Yes,Next Day Air,Yes,15,Cash on Delivery,Weekly
CUST0488,39,Male,Sneakers,Clothing,6708,Kolkata,11,White,Summer,Good,2.1,No,Next Day Air,No,40,PayPal,Annually
CUST0489,60,Male,Shirt,Clothing,11000,Lucknow,9,Yellow,Spring,Good,4.6,No,Express,Yes,47,Credit Card,Annually
CUST0490,56,Female,Sweater,Accessories,4430,Bangalore,XL,Pink,Winter,Excellent,4.6,Yes,Next Day Air,No,18,UPI,Fortnightly
CUST0491,25,Female,T-shirt,Accessories,12306,Chennai,11,Blue,Summer,Excellent,4.5,Yes,Next Day Air,No,24,Cash on Delivery,Monthly
CUST0492,54,Other,Jacket,Clothing,12644,Pune,7,Grey,Spring,Poor,3.9,Yes,Free Shipping,No,29,UPI,Fortnightly
CUST0493,59,Other,Shorts,Footwear,8365,Jaipur,10,White,Summer,Poor,3.3,No,Express,Yes,8,UPI,Monthly
CUST0494,33,Other,Jacket,Outerwear,9564,Mumbai,10,White,Winter,Very Good,2.3,No,Next Day Air,Yes,29,UPI,Annually
CUST0495,70,Female,Shirt,Outerwear,9843,Delhi,10,Black,Winter,Poor,2.5,Yes,Next Day Air,Yes,5,Cash on Delivery,Monthly
CUST0496,38,Other,Shorts,Accessories,12658,Ahmedabad,11,Green,Summer,Good,2.6,Yes,Store Pickup,No,43,Credit Card,Quarterly
CUST0497,52,Male,Blouse,Accessories,2161,Mumbai,L,Purple,Fall,Poor,4.6,No,Express,No,44,UPI,Quarterly
CUST0498,69,Female,Sweater,Footwear,2463,Mumbai,XL,White,Winter,Good,4.6,Yes,Next Day Air,Yes,41,Debit Card,Quarterly
CUST0499,58,Other,Sandals,Clothing,5180,Ahmedabad,L,Purple,Fall,Excellent,2.3,Yes,Next Day Air,No,30,Credit Card,Quarterly
CUST0500,55,Male,Sandals,Outerwear,9579,Pune,S,Yellow,Winter,Excellent,3.9,No,Next Day Air,No,47,Bank Transfer,Annually
CUST0501,64,Other,Sneakers,Clothing,8237,Pune,9,Brown,Fall,Good,4.1,Yes,Next Day Air,No,35,Credit Card,Monthly
CUST0502,59,Female,T-shirt,Clothing,8356,Lucknow,7,Purple,Fall,Excellent,2.5,Yes,Next Day Air,No,28,Debit Card,Annually
CUST0503,32,Other,Skirt,Outerwear,10114,Ahmedabad,L,Green,Fall,Poor,4.5,No,Next Day Air,Yes,39,Debit Card,Monthly
CUST0504,62,Other,Sweater,Accessories,2365,Bangalore,XL,Blue,Fall,Excellent,4.4,No,Express,Yes,13,Bank Transfer,Weekly
CUST0505,19,Female,Sneakers,Outerwear,11340,Bangalore,L,Brown,Winter,Excellent,3,Yes,Store Pickup,Yes,7,Bank Transfer,Fortnightly
CUST0506,49,Female,Shirt,Outerwear,12855,Mumbai,10,Green,Spring,Very Good,3.8,Yes,Free Shipping,No,29,Credit Card,Weekly
CUST0507,68,Other,Coat,Clothing,13744,Jaipur,S,Brown,Winter,Good,3.9,Yes,Express,Yes,46,PayPal,Quarterly
CUST0508,66,Other,T-shirt,Clothing,2777,Kolkata,7,Blue,Winter,Good,3.3,No,Free Shipping,Yes,30,PayPal,Monthly
CUST0509,50,Male,Sweater,Outerwear,6351,Pune,7,Red,Spring,Very Good,3.3,Yes,Standard,No,26,Cash on Delivery,Quarterly
CUST0510,51,Other,Shirt,Clothing,7501,Bangalore,S,Brown,Winter,Excellent,3,No,Standard,No,3,Cash on Delivery,Weekly
CUST0511,60,Other,Jeans,Clothing,10598,Jaipur,XXL,Pink,Fall,Very Good,4.6,No,Express,Yes,17,Bank Transfer,Annually
CUST0512,27,Other,Jacket,Accessories,10799,Hyderabad,10,Grey,Fall,Average,4.7,No,Standard,No,5,Credit Card,Annually
CUST0513,39,Female,Shorts,Footwear,8777,Jaipur,XXL,Red,Winter,Very Good,3.7,No,Standard,Yes,1,Bank Transfer,Annually
CUST0514,34,Male,Hoodie,Outerwear,12153,Pune,10,White,Winter,Average,2.8,No,Free Shipping,Yes,48,UPI,Weekly
CUST0515,46,Female,Coat,Clothing,7674,Kolkata,XL,Grey,Spring,Average,2.9,Yes,Next Day Air,Yes,6,PayPal,Annually
CUST0516,55,Male,Hoodie,Outerwear,7693,Delhi,L,Pink,Fall,Excellent,2.3,No,Standard,No,13,Cash on Delivery,Weekly
CUST0517,41,Other,Dress,Accessories,9887,Jaipur,10,Pink,Summer,Very Good,3.5,No,Next Day Air,No,46,Cash on Delivery,Fortnightly
CUST0518,27,Other,Jeans,Accessories,11901,Ahmedabad,L,Brown,Winter,Good,3.4,Yes,Standard,No,7,Bank Transfer,Quarterly
CUST0519,25,Male,Shirt,Outerwear,909,Jaipur,L,White,Summer,Average,5,No,Express,No,1,Debit Card,Fortnightly
CUST0520,68,Other,Jacket,Clothing,14901,Chennai,XXL,Red,Spring,Poor,2,No,Free Shipping,Yes,26,Cash on Delivery,Annually
CUST0521,37,Other,T-shirt,Outerwear,13051,Pune,9,Grey,Spring,Good,3.5,No,Next Day Air,No,9,UPI,Monthly
CUST0522,23,Other,Skirt,Accessories,6594,Hyderabad,8,Yellow,Winter,Poor,4.2,Yes,Standard,Yes,36,UPI,Monthly
CUST0523,53,Other,Sweater,Clothing,3402,Lucknow,10,Grey,Winter,Very Good,3.6,No,Store Pickup,Yes,7,UPI,Annually
CUST0524,29,Male,Sneakers,Footwear,4268,Lucknow,9,White,Summer,Poor,3.8,No,Free Shipping,No,27,Debit Card,Quarterly
CUST0525,19,Other,Shirt,Accessories,4463,Delhi,M,White,Spring,Average,2.4,No,Free Shipping,Yes,19,Cash on Delivery,Fortnightly
CUST0526,21,Other,Shirt,Footwear,695,Mumbai,XXL,Pink,Winter,Average,2.4,No,Express,No,7,Credit Card,Fortnightly
CUST0527,33,Other,Coat,Footwear,8326,Jaipur,10,Pink,Winter,Average,2.2,No,Store Pickup,No,4,Cash on Delivery,Weekly
CUST0528,44,Other,Sandals,Clothing,4659,Jaipur,11,White,Spring,Very Good,4,Yes,Express,No,28,Credit Card,Annually
CUST0529,31,Male,Shirt,Footwear,13062,Hyderabad,10,Pink,Fall,Excellent,2,No,Store Pickup,No,41,Debit Card,Weekly
CUST0530,21,Female,Sneakers,Outerwear,14004,Pune,7,Red,Summer,Excellent,2.5,Yes,Express,Yes,25,UPI,Weekly
CUST0531,26,Other,Dress,Outerwear,14639,Pune,XL,Grey,Summer,Average,3.9,No,Express,Yes,42,PayPal,Monthly
CUST0532,31,Female,Coat,Outerwear,510,Bangalore,S,Grey,Fall,Excellent,4.7,Yes,Next Day Air,No,48,Cash on Delivery,Annually
CUST0533,23,Other,Skirt,Clothing,9075,Mumbai,9,White,Summer,Poor,4.5,No,Next Day Air,Yes,49,UPI,Weekly
CUST0534,25,Female,Shirt,Footwear,7533,Mumbai,XL,Black,Summer,Average,2.6,No,Standard,Yes,31,PayPal,Weekly
CUST0535,35,Female,Shorts,Footwear,366,Hyderabad,8,White,Summer,Very Good,3.5,Yes,Store Pickup,Yes,42,UPI,Annually
CUST0536,61,Other,Coat,Footwear,1320,Lucknow,L,White,Spring,Average,4.8,Yes,Store Pickup,No,12,UPI,Weekly
CUST0537,62,Other,Dress,Outerwear,11402,Jaipur,9,Black,Fall,Excellent,4.6,No,Next Day Air,No,17,Credit Card,Annually
CUST0538,47,Female,Shirt,Clothing,14730,Hyderabad,S,Green,Fall,Very Good,3.3,Yes,Next Day Air,Yes,21,Credit Card,Annually
CUST0539,69,Male,Shorts,Footwear,11547,Pune,M,Red,Spring,Good,3,Yes,Free Shipping,Yes,30,Cash on Delivery,Weekly
CUST0540,55,Other,Shirt,Outerwear,4299,Delhi,9,Red,Summer,Excellent,4.5,Yes,Free Shipping,No,48,Credit Card,Quarterly
CUST0541,55,Male,Sweater,Clothing,796,Pune,7,White,Spring,Excellent,4.8,No,Free Shipping,No,39,UPI,Quarterly
CUST0542,22,Male,Skirt,Clothing,9412,Mumbai,XXL,Pink,Fall,Excellent,3.9,No,Standard,Yes,29,Cash on Delivery,Quarterly
CUST0543,68,Female,Coat,Clothing,5814,Mumbai,9,Brown,Summer,Very Good,2.6,Yes,Free Shipping,Yes,37,Debit Card,Annually
CUST0544,26,Other,Dress,Outerwear,6072,Pune,9,Grey,Fall,Good,2.7,Yes,Free Shipping,Yes,19,Bank Transfer,Quarterly
CUST0545,50,Other,Hoodie,Outerwear,5348,Lucknow,10,Blue,Spring,Poor,2.9,No,Express,No,0,Bank Transfer,Annually
CUST0546,60,Other,Jeans,Clothing,4139,Jaipur,10,Black,Fall,Average,2.6,Yes,Standard,Yes,21,Debit Card,Quarterly
CUST0547,62,Other,T-shirt,Outerwear,14209,Lucknow,11,Yellow,Summer,Poor,3,Yes,Next Day Air,Yes,31,Debit Card,Weekly
CUST0548,58,Male,Shorts,Footwear,7893,Lucknow,XL,Red,Fall,Average,4.4,No,Standard,No,11,Credit Card,Monthly
CUST0549,18,Male,Shirt,Clothing,9338,Delhi,L,Green,Fall,Good,3.9,No,Free Shipping,Yes,12,Debit Card,Monthly
CUST0550,29,Male,Sneakers,Footwear,5817,Jaipur,XL,Blue,Spring,Excellent,2.5,No,Free Shipping,Yes,43,Debit Card,Quarterly
CUST0551,59,Male,Shirt,Footwear,5248,Ahmedabad,XL,Yellow,Summer,Good,4.8,No,Free Shipping,Yes,9,Debit Card,Fortnightly
CUST0552,30,Other,Jacket,Outerwear,5459,Lucknow,8,Red,Winter,Very Good,3.8,No,Standard,No,15,Credit Card,Monthly
CUST0553,26,Other,Coat,Accessories,3678,Delhi,9,Grey,Winter,Good,3.5,No,Next Day Air,No,11,PayPal,Monthly
CUST0554,51,Other,T-shirt,Accessories,8012,Chennai,11,Pink,Winter,Good,2.7,Yes,Next Day Air,Yes,25,Debit Card,Monthly
CUST0555,45,Female,Coat,Footwear,14052,Kolkata,XXL,Brown,Winter,Good,4.3,No,Next Day Air,No,14,Bank Transfer,Weekly
CUST0556,47,Other,Coat,Outerwear,7231,Ahmedabad,9,Pink,Fall,Average,4.4,No,Express,No,1,Debit Card,Quarterly
CUST0557,32,Female,Skirt,Clothing,6133,Delhi,XXL,Brown,Winter,Average,4.8,Yes,Free Shipping,Yes,23,Credit Card,Annually
CUST0558,30,Female,Sandals,Outerwear,4346,Chennai,XXL,Red,Spring,Very Good,4.7,Yes,Express,No,22,Cash on Delivery,Quarterly
CUST0559,70,Other,Hoodie,Clothing,7983,Jaipur,L,Pink,Spring,Good,4.2,Yes,Next Day Air,Yes,33,Bank Transfer,Annually
CUST0560,66,Female,Shorts,Accessories,5831,Delhi,7,Red,Fall,Poor,2.6,No,Store Pickup,Yes,23,Debit Card,Annually
CUST0561,26,Female,Shorts,Clothing,8438,Kolkata,7,Red,Fall,Poor,4.1,No,Store Pickup,No,20,Bank Transfer,Weekly
CUST0562,54,Male,Jeans,Footwear,5660,Lucknow,11,Grey,Fall,Poor,2.6,No,Free Shipping,No,12,Cash on Delivery,Weekly
CUST0563,39,Other,T-shirt,Outerwear,1777,Bangalore,M,Brown,Spring,Excellent,4.5,No,Free Shipping,Yes,12,Credit Card,Quarterly
CUST0564,36,Male,Sandals,Outerwear,11056,Jaipur,M,Purple,Winter,Average,3.6,Yes,Express,No,25,Debit Card,Weekly
CUST0565,26,Other,Jacket,Accessories,12425,Delhi,8,Red,Spring,Good,2.9,No,Standard,No,37,Debit Card,Annually
CUST0566,63,Other,T-shirt,Outerwear,3554,Mumbai,L,Purple,Winter,Poor,3.8,Yes,Store Pickup,No,36,Cash on Delivery,Quarterly
